indice,Lancelot,Bob (Dumb),Charlie (Dumb),David (Dumb)
5375,410,0,410,0
5376,310,20,310,20
5377,290,40,290,40
5378,0,330,0,330
5379,70,170,70,170
5380,410,0,410,0
5381,410,0,410,0
5382,50,200,50,200
5383,60,180,60,180
5384,410,0,410,0
5385,260,60,260,60
5386,310,10,310,10
5387,410,0,410,0
5388,0,240,0,240
5389,0,330,0,330
5390,40,200,40,200
5391,260,60,260,60
5392,50,190,50,190
5393,80,170,80,170
5394,260,60,260,60
5395,410,0,410,0
5396,30,220,30,220
5397,320,10,320,10
5398,0,330,0,330
5399,80,160,80,160
5400,50,190,50,190
5401,60,180,60,180
5402,280,40,280,40
5403,60,190,60,190
5404,10,230,10,230
5405,60,180,60,180
5406,270,60,270,60
5407,10,230,10,230
5408,0,330,0,330
5409,250,70,250,70
5410,60,180,60,180
5411,260,60,260,60
5412,0,330,0,330
5413,250,70,250,70
5414,310,10,310,10
5415,260,60,260,60
5416,260,70,260,70
5417,0,330,0,330
5418,0,330,0,330
5419,0,240,0,240
5420,310,20,310,20
5421,90,160,90,160
5422,10,240,10,240
5423,10,230,10,230
5424,70,180,70,180
5425,300,20,300,20
5426,70,180,70,180
5427,20,220,20,220
5428,300,20,300,20
5429,20,220,20,220
5430,280,40,280,40
5431,60,180,60,180
5432,300,20,300,20
5433,270,50,270,50
5434,50,190,50,190
5435,410,0,410,0
5436,80,170,80,170
5437,260,60,260,60
5438,300,30,300,30
5439,0,240,0,240
5440,0,330,0,330
5441,410,0,410,0
5442,10,230,10,230
5443,80,160,80,160
5444,0,330,0,330
5445,270,60,270,60
5446,290,30,290,30
5447,80,170,80,170
5448,20,220,20,220
5449,270,60,270,60
5450,270,50,270,50
5451,0,330,0,330
5452,0,330,0,330
5453,270,60,270,60
5454,70,170,70,170
5455,270,50,270,50
5456,40,200,40,200
5457,80,170,80,170
5458,280,40,280,40
5459,410,0,410,0
5460,270,60,270,60
5461,280,40,280,40
5462,260,60,260,60
5463,80,170,80,170
5464,50,200,50,200
5465,40,200,40,200
5466,30,200,30,200
5467,70,160,70,160
5468,410,0,410,0
5469,0,240,0,240
5470,20,220,20,220
5471,0,330,0,330
5472,70,170,70,170
5473,410,0,410,0
5474,40,210,40,210
5475,70,170,70,170
5476,260,60,260,60
5477,30,220,30,220
5478,270,50,270,50
5479,300,20,300,20
5480,0,330,0,330
5481,80,160,80,160
5482,0,240,0,240
5483,40,200,40,200
5484,70,170,70,170
5485,0,330,0,330
5486,20,230,20,230
5487,290,30,290,30
5488,0,240,0,240
5489,60,190,60,190
5490,40,200,40,200
5491,60,180,60,180
5492,10,230,10,230
5493,60,190,60,190
5494,280,50,280,50
5495,0,240,0,240
5496,0,240,0,240
5497,310,10,310,10
5498,0,330,0,330
5499,410,0,410,0
5500,0,330,0,330
5501,10,230,10,230
5502,60,190,60,190
5503,30,220,30,220
5504,20,220,20,220
5505,280,40,280,40
5506,300,20,300,20
5507,0,330,0,330
5508,60,180,60,180
5509,260,70,260,70
5510,410,0,410,0
5511,280,50,280,50
5512,50,190,50,190
5513,270,50,270,50
5514,250,70,250,70
5515,70,180,70,180
5516,0,330,0,330
5517,310,10,310,10
5518,50,190,50,190
5519,280,50,280,50
5520,250,70,250,70
5521,260,60,260,60
5522,250,60,250,60
5523,80,160,80,160
5524,60,180,60,180
5525,310,10,310,10
5526,0,330,0,330
5527,60,180,60,180
5528,80,160,80,160
5529,80,160,80,160
5530,0,330,0,330
5531,30,210,30,210
5532,410,0,410,0
5533,60,190,60,190
5534,0,330,0,330
5535,270,50,270,50
5536,270,50,270,50
5537,240,70,240,70
5538,0,330,0,330
5539,290,30,290,30
5540,300,30,300,30
5541,0,240,0,240
5542,70,170,70,170
5543,50,190,50,190
5544,280,40,280,40
5545,10,230,10,230
5546,410,0,410,0
5547,260,70,260,70
5548,250,70,250,70
5549,80,170,80,170
5550,270,60,270,60
5551,60,180,60,180
5552,10,230,10,230
5553,250,70,250,70
5554,310,20,310,20
5555,280,40,280,40
5556,260,60,260,60
5557,90,160,90,160
5558,300,20,300,20
5559,10,230,10,230
5560,60,180,60,180
5561,50,200,50,200
5562,40,200,40,200
5563,80,160,80,160
5564,410,0,410,0
5565,40,210,40,210
5566,0,330,0,330
5567,270,50,270,50
5568,40,200,40,200
5569,80,160,80,160
5570,0,240,0,240
5571,0,240,0,240
5572,410,0,410,0
5573,280,40,280,40
5574,20,220,20,220
5575,80,160,80,160
5576,0,330,0,330
5577,270,50,270,50
5578,0,240,0,240
5579,310,10,310,10
5580,280,40,280,40
5581,0,330,0,330
5582,50,200,50,200
5583,0,330,0,330
5584,300,20,300,20
5585,0,240,0,240
5586,280,40,280,40
5587,30,210,30,210
5588,30,210,30,210
5589,70,170,70,170
5590,90,160,90,160
5591,250,70,250,70
5592,80,160,80,160
5593,10,230,10,230
5594,80,160,80,160
5595,80,160,80,160
5596,0,240,0,240
5597,30,210,30,210
5598,260,50,260,50
5599,0,240,0,240
5600,250,70,250,70
5601,0,240,0,240
5602,0,250,0,250
5603,80,160,80,160
5604,20,220,20,220
5605,310,20,310,20
5606,0,240,0,240
5607,0,330,0,330
5608,410,0,410,0
5609,410,0,410,0
5610,270,50,270,50
5611,410,0,410,0
5612,300,20,300,20
5613,250,70,250,70
5614,70,170,70,170
5615,250,70,250,70
5616,270,60,270,60
5617,80,160,80,160
5618,20,220,20,220
5619,250,70,250,70
5620,270,60,270,60
5621,10,220,10,220
5622,300,20,300,20
5623,0,240,0,240
5624,10,230,10,230
5625,20,230,20,230
5626,40,200,40,200
5627,20,220,20,220
5628,300,20,300,20
5629,310,20,310,20
5630,270,60,270,60
5631,70,180,70,180
5632,0,240,0,240
5633,70,180,70,180
5634,320,0,320,0
5635,410,0,410,0
5636,90,160,90,160
5637,90,160,90,160
5638,280,40,280,40
5639,300,30,300,30
5640,0,240,0,240
5641,300,20,300,20
5642,410,0,410,0
5643,410,0,410,0
5644,70,180,70,180
5645,60,180,60,180
5646,60,180,60,180
5647,0,240,0,240
5648,10,230,10,230
5649,0,240,0,240
5650,410,0,410,0
5651,410,0,410,0
5652,270,60,270,60
5653,0,330,0,330
5654,70,170,70,170
5655,80,160,80,160
5656,280,40,280,40
5657,260,60,260,60
5658,20,230,20,230
5659,410,0,410,0
5660,40,200,40,200
5661,80,160,80,160
5662,70,170,70,170
5663,70,170,70,170
5664,70,170,70,170
5665,70,170,70,170
5666,80,160,80,160
5667,410,0,410,0
5668,60,180,60,180
5669,290,30,290,30
5670,290,30,290,30
5671,410,0,410,0
5672,80,160,80,160
5673,410,0,410,0
5674,270,50,270,50
5675,40,200,40,200
5676,80,160,80,160
5677,70,180,70,180
5678,60,190,60,190
5679,80,160,80,160
5680,270,50,270,50
5681,0,330,0,330
5682,40,210,40,210
5683,40,200,40,200
5684,280,40,280,40
5685,0,250,0,250
5686,60,190,60,190
5687,260,60,260,60
5688,290,30,290,30
5689,70,170,70,170
5690,250,70,250,70
5691,280,40,280,40
5692,410,0,410,0
5693,260,70,260,70
5694,260,70,260,70
5695,280,40,280,40
5696,60,180,60,180
5697,290,30,290,30
5698,280,50,280,50
5699,20,220,20,220
5700,0,240,0,240
5701,0,330,0,330
5702,410,0,410,0
5703,260,60,260,60
5704,250,70,250,70
5705,250,70,250,70
5706,270,50,270,50
5707,0,240,0,240
5708,260,50,260,50
5709,30,210,30,210
5710,410,0,410,0
5711,300,20,300,20
5712,80,160,80,160
5713,30,210,30,210
5714,290,30,290,30
5715,280,40,280,40
5716,260,60,260,60
5717,70,170,70,170
5718,0,330,0,330
5719,250,60,250,60
5720,10,230,10,230
5721,290,30,290,30
5722,20,230,20,230
5723,250,70,250,70
5724,0,250,0,250
5725,310,20,310,20
5726,300,20,300,20
5727,70,170,70,170
5728,0,240,0,240
5729,410,0,410,0
5730,0,330,0,330
5731,260,60,260,60
5732,0,240,0,240
5733,410,0,410,0
5734,90,160,90,160
5735,20,220,20,220
5736,90,160,90,160
5737,280,50,280,50
5738,260,60,260,60
5739,0,330,0,330
5740,270,50,270,50
5741,300,30,300,30
5742,0,240,0,240
5743,50,190,50,190
5744,30,210,30,210
5745,0,240,0,240
5746,280,50,280,50
5747,10,240,10,240
5748,80,160,80,160
5749,270,50,270,50
5750,60,180,60,180
5751,410,0,410,0
5752,410,0,410,0
5753,30,210,30,210
5754,270,60,270,60
5755,0,240,0,240
5756,90,160,90,160
5757,410,0,410,0
5758,320,0,320,0
5759,50,190,50,190
5760,60,180,60,180
5761,80,170,80,170
5762,60,180,60,180
5763,280,50,280,50
5764,270,40,270,40
5765,0,240,0,240
5766,410,0,410,0
5767,0,240,0,240
5768,250,70,250,70
5769,70,180,70,180
5770,80,160,80,160
5771,80,160,80,160
5772,0,330,0,330
5773,70,170,70,170
5774,80,160,80,160
5775,60,180,60,180
5776,260,60,260,60
5777,80,160,80,160
5778,410,0,410,0
5779,0,240,0,240
5780,410,0,410,0
5781,260,60,260,60
5782,260,70,260,70
5783,310,10,310,10
5784,290,40,290,40
5785,30,200,30,200
5786,0,330,0,330
5787,20,220,20,220
5788,40,210,40,210
5789,410,0,410,0
5790,260,60,260,60
5791,50,200,50,200
5792,70,170,70,170
5793,0,330,0,330
5794,410,0,410,0
5795,0,330,0,330
5796,270,50,270,50
5797,410,0,410,0
5798,40,200,40,200
5799,10,230,10,230
5800,90,160,90,160
5801,50,190,50,190
5802,60,180,60,180
5803,280,40,280,40
5804,40,210,40,210
5805,250,70,250,70
5806,270,40,270,40
5807,280,40,280,40
5808,250,70,250,70
5809,0,240,0,240
5810,250,70,250,70
5811,280,40,280,40
5812,280,40,280,40
5813,20,230,20,230
5814,260,60,260,60
5815,260,60,260,60
5816,290,40,290,40
5817,50,190,50,190
5818,0,240,0,240
5819,260,70,260,70
5820,0,240,0,240
5821,410,0,410,0
5822,80,160,80,160
5823,50,200,50,200
5824,250,70,250,70
5825,60,180,60,180
5826,70,170,70,170
5827,0,330,0,330
5828,270,60,270,60
5829,260,60,260,60
5830,270,50,270,50
5831,270,50,270,50
5832,270,50,270,50
5833,60,170,60,170
5834,50,200,50,200
5835,60,180,60,180
5836,60,180,60,180
5837,60,190,60,190
5838,270,50,270,50
5839,410,0,410,0
5840,310,10,310,10
5841,300,10,300,10
5842,410,0,410,0
5843,40,190,40,190
5844,60,180,60,180
5845,40,210,40,210
5846,40,200,40,200
5847,70,180,70,180
5848,320,10,320,10
5849,0,240,0,240
5850,0,330,0,330
5851,10,230,10,230
5852,260,60,260,60
5853,80,160,80,160
5854,260,60,260,60
5855,410,0,410,0
5856,250,70,250,70
5857,30,200,30,200
5858,60,170,60,170
5859,0,240,0,240
5860,40,200,40,200
5861,60,190,60,190
5862,300,30,300,30
5863,260,60,260,60
5864,280,50,280,50
5865,300,30,300,30
5866,240,70,240,70
5867,40,200,40,200
5868,50,190,50,190
5869,410,0,410,0
5870,0,230,0,230
5871,80,160,80,160
5872,410,0,410,0
5873,280,50,280,50
5874,290,30,290,30
5875,270,50,270,50
5876,30,210,30,210
5877,80,160,80,160
5878,280,50,280,50
5879,270,60,270,60
5880,0,330,0,330
5881,10,230,10,230
5882,260,70,260,70
5883,0,240,0,240
5884,250,70,250,70
5885,290,40,290,40
5886,0,330,0,330
5887,280,40,280,40
5888,260,50,260,50
5889,0,240,0,240
5890,290,30,290,30
5891,250,70,250,70
5892,250,70,250,70
5893,310,20,310,20
5894,20,220,20,220
5895,0,330,0,330
5896,70,170,70,170
5897,250,70,250,70
5898,80,160,80,160
5899,290,40,290,40
5900,40,200,40,200
5901,300,30,300,30
5902,60,180,60,180
5903,300,20,300,20
5904,270,60,270,60
5905,10,230,10,230
5906,250,70,250,70
5907,310,10,310,10
5908,60,170,60,170
5909,410,0,410,0
5910,260,60,260,60
5911,270,60,270,60
5912,410,0,410,0
5913,410,0,410,0
5914,290,30,290,30
5915,300,20,300,20
5916,250,70,250,70
5917,30,210,30,210
5918,50,190,50,190
5919,410,0,410,0
5920,40,200,40,200
5921,80,160,80,160
5922,70,180,70,180
5923,320,10,320,10
5924,80,170,80,170
5925,290,30,290,30
5926,20,210,20,210
5927,0,240,0,240
5928,310,10,310,10
5929,260,50,260,50
5930,270,60,270,60
5931,30,210,30,210
5932,310,10,310,10
5933,40,200,40,200
5934,410,0,410,0
5935,10,230,10,230
5936,50,190,50,190
5937,290,30,290,30
5938,280,40,280,40
5939,410,0,410,0
5940,0,240,0,240
5941,260,70,260,70
5942,250,70,250,70
5943,40,210,40,210
5944,0,240,0,240
5945,60,180,60,180
5946,30,210,30,210
5947,70,160,70,160
5948,0,240,0,240
5949,40,210,40,210
5950,80,160,80,160
5951,0,240,0,240
5952,60,180,60,180
5953,410,0,410,0
5954,270,50,270,50
5955,260,60,260,60
5956,0,240,0,240
5957,50,200,50,200
5958,290,30,290,30
5959,0,240,0,240
5960,410,0,410,0
5961,260,60,260,60
5962,50,190,50,190
5963,320,10,320,10
5964,290,30,290,30
5965,300,20,300,20
5966,260,60,260,60
5967,410,0,410,0
5968,260,60,260,60
5969,70,180,70,180
5970,290,30,290,30
5971,60,180,60,180
5972,310,10,310,10
5973,0,250,0,250
5974,0,240,0,240
5975,250,70,250,70
5976,0,240,0,240
5977,410,0,410,0
5978,410,0,410,0
5979,30,210,30,210
5980,310,20,310,20
5981,70,170,70,170
5982,60,180,60,180
5983,410,0,410,0
5984,30,210,30,210
5985,20,220,20,220
5986,270,50,270,50
5987,20,220,20,220
5988,0,240,0,240
5989,40,190,40,190
5990,280,40,280,40
5991,410,0,410,0
5992,60,170,60,170
5993,90,160,90,160
5994,70,170,70,170
5995,410,0,410,0
5996,270,50,270,50
5997,0,330,0,330
5998,70,170,70,170
5999,30,210,30,210
6000,270,60,270,60
6001,10,230,10,230
6002,260,70,260,70
6003,50,190,50,190
6004,60,180,60,180
6005,410,0,410,0
6006,10,220,10,220
6007,60,180,60,180
6008,0,240,0,240
6009,30,220,30,220
6010,310,10,310,10
6011,0,240,0,240
6012,80,160,80,160
6013,80,160,80,160
6014,0,330,0,330
6015,250,70,250,70
6016,410,0,410,0
6017,280,40,280,40
6018,270,50,270,50
6019,0,330,0,330
6020,0,330,0,330
6021,270,50,270,50
6022,30,220,30,220
6023,10,220,10,220
6024,60,170,60,170
6025,0,330,0,330
6026,0,330,0,330
6027,10,230,10,230
6028,30,210,30,210
6029,80,160,80,160
6030,70,170,70,170
6031,80,160,80,160
6032,270,60,270,60
6033,280,40,280,40
6034,0,250,0,250
6035,410,0,410,0
6036,40,200,40,200
6037,410,0,410,0
6038,260,60,260,60
6039,250,70,250,70
6040,0,240,0,240
6041,0,330,0,330
6042,0,240,0,240
6043,0,240,0,240
6044,0,240,0,240
6045,300,20,300,20
6046,300,30,300,30
6047,0,330,0,330
6048,80,170,80,170
6049,260,50,260,50
6050,0,240,0,240
6051,250,70,250,70
6052,40,200,40,200
6053,40,200,40,200
6054,60,180,60,180
6055,80,160,80,160
6056,300,20,300,20
6057,410,0,410,0
6058,0,250,0,250
6059,410,0,410,0
6060,260,70,260,70
6061,80,160,80,160
6062,60,180,60,180
6063,260,60,260,60
6064,40,200,40,200
6065,80,160,80,160
6066,410,0,410,0
6067,270,50,270,50
6068,0,240,0,240
6069,70,170,70,170
6070,80,160,80,160
6071,0,330,0,330
6072,260,60,260,60
6073,270,50,270,50
6074,300,30,300,30
6075,260,60,260,60
6076,70,170,70,170
6077,60,190,60,190
6078,240,70,240,70
6079,260,60,260,60
6080,80,160,80,160
6081,280,40,280,40
6082,250,70,250,70
6083,60,190,60,190
6084,80,160,80,160
6085,270,50,270,50
6086,280,50,280,50
6087,410,0,410,0
6088,0,330,0,330
6089,410,0,410,0
6090,410,0,410,0
6091,290,30,290,30
6092,290,40,290,40
6093,40,200,40,200
6094,60,180,60,180
6095,270,50,270,50
6096,290,40,290,40
6097,60,180,60,180
6098,310,10,310,10
6099,290,30,290,30
6100,280,40,280,40
6101,410,0,410,0
6102,90,160,90,160
6103,40,200,40,200
6104,0,240,0,240
6105,0,240,0,240
6106,0,330,0,330
6107,80,160,80,160
6108,290,30,290,30
6109,50,200,50,200
6110,290,30,290,30
6111,0,250,0,250
6112,270,60,270,60
6113,50,190,50,190
6114,270,50,270,50
6115,50,190,50,190
6116,60,190,60,190
6117,290,30,290,30
6118,50,200,50,200
6119,70,170,70,170
6120,20,220,20,220
6121,80,160,80,160
6122,0,240,0,240
6123,240,70,240,70
6124,0,330,0,330
6125,0,240,0,240
6126,20,220,20,220
6127,0,250,0,250
6128,10,230,10,230
6129,270,60,270,60
6130,280,40,280,40
6131,250,70,250,70
6132,20,230,20,230
6133,300,20,300,20
6134,270,50,270,50
6135,90,160,90,160
6136,0,330,0,330
6137,310,10,310,10
6138,260,60,260,60
6139,250,70,250,70
6140,40,200,40,200
6141,10,230,10,230
6142,310,10,310,10
6143,20,220,20,220
6144,90,160,90,160
6145,260,60,260,60
6146,40,200,40,200
6147,250,70,250,70
6148,0,240,0,240
6149,410,0,410,0
6150,410,0,410,0
6151,410,0,410,0
6152,410,0,410,0
6153,300,20,300,20
6154,250,70,250,70
6155,410,0,410,0
6156,80,170,80,170
6157,0,240,0,240
6158,40,200,40,200
6159,70,170,70,170
6160,0,330,0,330
6161,70,170,70,170
6162,0,240,0,240
6163,0,330,0,330
6164,270,60,270,60
6165,410,0,410,0
6166,60,190,60,190
6167,60,180,60,180
6168,0,240,0,240
6169,0,250,0,250
6170,270,50,270,50
6171,50,200,50,200
6172,50,190,50,190
6173,290,40,290,40
6174,0,240,0,240
6175,40,200,40,200
6176,260,60,260,60
6177,280,40,280,40
6178,70,170,70,170
6179,0,240,0,240
6180,0,240,0,240
6181,280,40,280,40
6182,290,30,290,30
6183,410,0,410,0
6184,310,20,310,20
6185,410,0,410,0
6186,410,0,410,0
6187,40,200,40,200
6188,290,30,290,30
6189,0,250,0,250
6190,260,60,260,60
6191,280,40,280,40
6192,0,240,0,240
6193,70,170,70,170
6194,0,240,0,240
6195,0,240,0,240
6196,280,40,280,40
6197,250,70,250,70
6198,70,180,70,180
6199,280,50,280,50
6200,410,0,410,0
6201,250,70,250,70
6202,0,240,0,240
6203,0,330,0,330
6204,250,70,250,70
6205,310,20,310,20
6206,60,180,60,180
6207,40,200,40,200
6208,260,60,260,60
6209,70,170,70,170
6210,250,70,250,70
6211,30,210,30,210
6212,70,180,70,180
6213,0,240,0,240
6214,260,70,260,70
6215,0,330,0,330
6216,300,20,300,20
6217,80,160,80,160
6218,0,330,0,330
6219,50,200,50,200
6220,290,30,290,30
6221,0,330,0,330
6222,40,200,40,200
6223,300,20,300,20
6224,40,200,40,200
6225,0,250,0,250
6226,30,210,30,210
6227,0,240,0,240
6228,260,60,260,60
6229,0,240,0,240
6230,20,220,20,220
6231,410,0,410,0
6232,70,180,70,180
6233,70,180,70,180
6234,30,210,30,210
6235,410,0,410,0
6236,410,0,410,0
6237,0,240,0,240
6238,280,30,280,30
6239,40,210,40,210
6240,0,240,0,240
6241,0,330,0,330
6242,20,230,20,230
6243,410,0,410,0
6244,0,330,0,330
6245,270,50,270,50
6246,310,20,310,20
6247,300,20,300,20
6248,260,70,260,70
6249,270,50,270,50
6250,50,190,50,190
6251,260,60,260,60
6252,60,190,60,190
6253,80,170,80,170
6254,70,180,70,180
6255,30,210,30,210
6256,270,60,270,60
6257,0,240,0,240
6258,30,210,30,210
6259,40,200,40,200
6260,20,220,20,220
6261,30,210,30,210
6262,260,60,260,60
6263,280,40,280,40
6264,410,0,410,0
6265,280,40,280,40
6266,0,330,0,330
6267,300,20,300,20
6268,270,50,270,50
6269,30,210,30,210
6270,50,180,50,180
6271,410,0,410,0
6272,0,330,0,330
6273,50,200,50,200
6274,300,20,300,20
6275,70,160,70,160
6276,70,170,70,170
6277,90,160,90,160
6278,80,160,80,160
6279,280,40,280,40
6280,70,170,70,170
6281,80,160,80,160
6282,80,160,80,160
6283,10,220,10,220
6284,290,30,290,30
6285,270,50,270,50
6286,310,20,310,20
6287,20,220,20,220
6288,0,240,0,240
6289,410,0,410,0
6290,0,330,0,330
6291,40,210,40,210
6292,0,240,0,240
6293,270,60,270,60
6294,0,330,0,330
6295,20,220,20,220
6296,20,220,20,220
6297,0,240,0,240
6298,50,200,50,200
6299,60,180,60,180
6300,0,330,0,330
6301,90,160,90,160
6302,0,330,0,330
6303,280,50,280,50
6304,310,10,310,10
6305,80,160,80,160
6306,0,330,0,330
6307,20,220,20,220
6308,30,220,30,220
6309,40,200,40,200
6310,10,230,10,230
6311,300,20,300,20
6312,270,50,270,50
6313,30,220,30,220
6314,20,220,20,220
6315,300,30,300,30
6316,40,200,40,200
6317,70,180,70,180
6318,410,0,410,0
6319,270,40,270,40
6320,280,40,280,40
6321,410,0,410,0
6322,0,330,0,330
6323,60,180,60,180
6324,410,0,410,0
6325,70,160,70,160
6326,410,0,410,0
6327,410,0,410,0
6328,0,240,0,240
6329,410,0,410,0
6330,410,0,410,0
6331,70,170,70,170
6332,0,240,0,240
6333,70,160,70,160
6334,80,160,80,160
6335,40,200,40,200
6336,0,240,0,240
6337,80,160,80,160
6338,300,20,300,20
6339,250,70,250,70
6340,0,240,0,240
6341,10,230,10,230
6342,80,160,80,160
6343,410,0,410,0
6344,410,0,410,0
6345,90,160,90,160
6346,300,10,300,10
6347,410,0,410,0
6348,410,0,410,0
6349,270,50,270,50
6350,50,190,50,190
6351,410,0,410,0
6352,270,60,270,60
6353,40,190,40,190
6354,410,0,410,0
6355,290,30,290,30
6356,70,170,70,170
6357,30,210,30,210
6358,250,70,250,70
6359,0,330,0,330
6360,0,240,0,240
6361,290,40,290,40
6362,80,160,80,160
6363,260,60,260,60
6364,410,0,410,0
6365,310,20,310,20
6366,280,40,280,40
6367,0,240,0,240
6368,300,20,300,20
6369,300,30,300,30
6370,250,70,250,70
6371,260,60,260,60
6372,310,20,310,20
6373,0,240,0,240
6374,20,230,20,230
6375,300,10,300,10
6376,270,50,270,50
6377,0,240,0,240
6378,0,240,0,240
6379,270,50,270,50
6380,0,250,0,250
6381,250,70,250,70
6382,60,180,60,180
6383,270,60,270,60
6384,280,40,280,40
6385,410,0,410,0
6386,60,190,60,190
6387,250,70,250,70
6388,90,160,90,160
6389,0,330,0,330
6390,80,160,80,160
6391,30,210,30,210
6392,80,160,80,160
6393,30,220,30,220
6394,280,40,280,40
6395,10,230,10,230
6396,0,330,0,330
6397,250,70,250,70
6398,250,70,250,70
6399,60,180,60,180
6400,40,200,40,200
6401,50,200,50,200
6402,280,50,280,50
6403,270,50,270,50
6404,50,190,50,190
6405,410,0,410,0
6406,80,160,80,160
6407,240,70,240,70
6408,0,240,0,240
6409,410,0,410,0
6410,410,0,410,0
6411,20,220,20,220
6412,20,220,20,220
6413,280,50,280,50
6414,70,160,70,160
6415,80,160,80,160
6416,260,60,260,60
6417,0,240,0,240
6418,50,200,50,200
6419,410,0,410,0
6420,80,160,80,160
6421,70,160,70,160
6422,10,230,10,230
6423,40,200,40,200
6424,410,0,410,0
6425,0,250,0,250
6426,60,190,60,190
6427,10,230,10,230
6428,0,240,0,240
6429,60,180,60,180
6430,260,60,260,60
6431,50,200,50,200
6432,260,60,260,60
6433,410,0,410,0
6434,270,50,270,50
6435,260,70,260,70
6436,290,30,290,30
6437,410,0,410,0
6438,70,160,70,160
6439,270,50,270,50
6440,410,0,410,0
6441,410,0,410,0
6442,0,240,0,240
6443,260,60,260,60
6444,90,160,90,160
6445,270,50,270,50
6446,20,230,20,230
6447,60,190,60,190
6448,260,50,260,50
6449,260,60,260,60
6450,0,240,0,240
6451,60,180,60,180
6452,260,60,260,60
6453,290,30,290,30
6454,250,70,250,70
6455,260,60,260,60
6456,0,330,0,330
6457,80,160,80,160
6458,0,230,0,230
6459,80,160,80,160
6460,0,330,0,330
6461,80,160,80,160
6462,290,40,290,40
6463,300,20,300,20
6464,0,240,0,240
6465,40,200,40,200
6466,40,200,40,200
6467,300,30,300,30
6468,0,240,0,240
6469,410,0,410,0
6470,70,180,70,180
6471,0,250,0,250
6472,0,240,0,240
6473,0,330,0,330
6474,0,240,0,240
6475,310,10,310,10
6476,250,70,250,70
6477,280,40,280,40
6478,270,50,270,50
6479,40,200,40,200
6480,0,240,0,240
6481,80,160,80,160
6482,410,0,410,0
6483,270,60,270,60
6484,60,180,60,180
6485,90,160,90,160
6486,410,0,410,0
6487,290,30,290,30
6488,280,40,280,40
6489,300,30,300,30
6490,20,220,20,220
6491,90,160,90,160
6492,0,330,0,330
6493,70,170,70,170
6494,0,330,0,330
6495,0,330,0,330
6496,80,170,80,170
6497,20,220,20,220
6498,270,50,270,50
6499,70,180,70,180
6500,50,190,50,190
6501,280,40,280,40
6502,80,160,80,160
6503,50,190,50,190
6504,270,50,270,50
6505,410,0,410,0
6506,280,40,280,40
6507,20,210,20,210
6508,30,210,30,210
6509,50,180,50,180
6510,0,240,0,240
6511,260,60,260,60
6512,80,160,80,160
6513,250,70,250,70
6514,280,40,280,40
6515,80,170,80,170
6516,290,40,290,40
6517,0,240,0,240
6518,30,210,30,210
6519,10,230,10,230
6520,50,190,50,190
6521,290,40,290,40
6522,30,220,30,220
6523,410,0,410,0
6524,310,20,310,20
6525,30,210,30,210
6526,90,160,90,160
6527,70,170,70,170
6528,30,210,30,210
6529,40,200,40,200
6530,40,200,40,200
6531,40,200,40,200
6532,70,180,70,180
6533,260,60,260,60
6534,60,180,60,180
6535,260,60,260,60
6536,410,0,410,0
6537,0,240,0,240
6538,30,210,30,210
6539,410,0,410,0
6540,80,160,80,160
6541,280,30,280,30
6542,30,210,30,210
6543,0,240,0,240
6544,70,170,70,170
6545,240,70,240,70
6546,290,30,290,30
6547,260,70,260,70
6548,410,0,410,0
6549,10,230,10,230
6550,300,20,300,20
6551,290,20,290,20
6552,0,240,0,240
6553,40,200,40,200
6554,10,230,10,230
6555,270,50,270,50
6556,50,190,50,190
6557,60,180,60,180
6558,70,180,70,180
6559,80,160,80,160
6560,0,240,0,240
6561,310,10,310,10
6562,70,170,70,170
6563,250,70,250,70
6564,0,330,0,330
6565,20,220,20,220
6566,410,0,410,0
6567,80,170,80,170
6568,60,180,60,180
6569,410,0,410,0
6570,0,330,0,330
6571,410,0,410,0
6572,300,20,300,20
6573,20,230,20,230
6574,260,60,260,60
6575,410,0,410,0
6576,10,230,10,230
6577,260,60,260,60
6578,60,180,60,180
6579,0,240,0,240
6580,30,210,30,210
6581,290,30,290,30
6582,70,170,70,170
6583,10,230,10,230
6584,260,60,260,60
6585,50,190,50,190
6586,410,0,410,0
6587,0,240,0,240
6588,0,240,0,240
6589,70,170,70,170
6590,40,210,40,210
6591,0,240,0,240
6592,410,0,410,0
6593,250,70,250,70
6594,50,200,50,200
6595,10,230,10,230
6596,70,170,70,170
6597,280,50,280,50
6598,0,240,0,240
6599,280,50,280,50
6600,0,240,0,240
6601,290,40,290,40
6602,40,200,40,200
6603,0,240,0,240
6604,0,330,0,330
6605,0,330,0,330
6606,0,240,0,240
6607,70,180,70,180
6608,260,70,260,70
6609,40,200,40,200
6610,290,30,290,30
6611,0,330,0,330
6612,290,30,290,30
6613,280,40,280,40
6614,290,40,290,40
6615,410,0,410,0
6616,30,210,30,210
6617,0,230,0,230
6618,0,240,0,240
6619,60,180,60,180
6620,290,30,290,30
6621,300,20,300,20
6622,0,330,0,330
6623,0,330,0,330
6624,80,170,80,170
6625,310,10,310,10
6626,300,20,300,20
6627,280,40,280,40
6628,300,20,300,20
6629,0,240,0,240
6630,300,20,300,20
6631,310,20,310,20
6632,270,50,270,50
6633,410,0,410,0
6634,0,330,0,330
6635,60,180,60,180
6636,20,230,20,230
6637,30,210,30,210
6638,280,40,280,40
6639,70,180,70,180
6640,80,160,80,160
6641,300,20,300,20
6642,50,190,50,190
6643,270,60,270,60
